"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Netherlands (NL)","Actual Total Load [MW] - Netherlands (NL)"
"26.05.2022 14:30 - 26.05.2022 14:45","9773","7609"
"26.05.2022 14:45 - 26.05.2022 15:00","9756","7665"
"26.05.2022 15:00 - 26.05.2022 15:15","9683","7827"
"26.05.2022 15:15 - 26.05.2022 15:30","9520","8027"
"26.05.2022 15:30 - 26.05.2022 15:45","9362","8195"
"26.05.2022 15:45 - 26.05.2022 16:00","9362","8372"
"26.05.2022 16:00 - 26.05.2022 16:15","9456","8586"
"26.05.2022 16:15 - 26.05.2022 16:30","9513","8806"
"26.05.2022 16:30 - 26.05.2022 16:45","9566","8985"
"26.05.2022 16:45 - 26.05.2022 17:00","9661","9300"
"26.05.2022 17:00 - 26.05.2022 17:15","9796","9600"
"26.05.2022 17:15 - 26.05.2022 17:30","9962","9937"
"26.05.2022 17:30 - 26.05.2022 17:45","10209","10363"
"26.05.2022 17:45 - 26.05.2022 18:00","10485","10704"
"26.05.2022 18:00 - 26.05.2022 18:15","10681","10910"
"26.05.2022 18:15 - 26.05.2022 18:30","10795","10989"
"26.05.2022 18:30 - 26.05.2022 18:45","10933","11121"
"26.05.2022 18:45 - 26.05.2022 19:00","11142","11304"
"26.05.2022 19:00 - 26.05.2022 19:15","11353","11453"
"26.05.2022 19:15 - 26.05.2022 19:30","11544","11547"
"26.05.2022 19:30 - 26.05.2022 19:45","11777","11650"
"26.05.2022 19:45 - 26.05.2022 20:00","12086","11699"
"26.05.2022 20:00 - 26.05.2022 20:15","12381","11675"
"26.05.2022 20:15 - 26.05.2022 20:30","12603","11700"
"26.05.2022 20:30 - 26.05.2022 20:45","12752","11620"
"26.05.2022 20:45 - 26.05.2022 21:00","12853","11610"
"26.05.2022 21:00 - 26.05.2022 21:15","12908","11580"
"26.05.2022 21:15 - 26.05.2022 21:30","12963","11601"
"26.05.2022 21:30 - 26.05.2022 21:45","12982","11581"
"26.05.2022 21:45 - 26.05.2022 22:00","12978","11623"
"26.05.2022 22:00 - 26.05.2022 22:15","12921","11611"
"26.05.2022 22:15 - 26.05.2022 22:30","12827","11557"
"26.05.2022 22:30 - 26.05.2022 22:45","12686","11448"
"26.05.2022 22:45 - 26.05.2022 23:00","12509","11312"
"26.05.2022 23:00 - 26.05.2022 23:15","12414","11224"
"26.05.2022 23:15 - 26.05.2022 23:30","12370","11098"
"26.05.2022 23:30 - 26.05.2022 23:45","12227","10957"
"26.05.2022 23:45 - 27.05.2022 00:00","12063","10850"
"27.05.2022 00:00 - 27.05.2022 00:15","11933","10714"
"27.05.2022 00:15 - 27.05.2022 00:30","11837","10521"
"27.05.2022 00:30 - 27.05.2022 00:45","11717","10396"
"27.05.2022 00:45 - 27.05.2022 01:00","11524","10296"
"27.05.2022 01:00 - 27.05.2022 01:15","11379","10199"
"27.05.2022 01:15 - 27.05.2022 01:30","11265","10093"
"27.05.2022 01:30 - 27.05.2022 01:45","11168","10009"
"27.05.2022 01:45 - 27.05.2022 02:00","11094","10002"
"27.05.2022 02:00 - 27.05.2022 02:15","11044","9987"
"27.05.2022 02:15 - 27.05.2022 02:30","11016","9883"
"27.05.2022 02:30 - 27.05.2022 02:45","11022","9857"
"27.05.2022 02:45 - 27.05.2022 03:00","11002","9720"
"27.05.2022 03:00 - 27.05.2022 03:15","10975","9733"
"27.05.2022 03:15 - 27.05.2022 03:30","10958","9727"
"27.05.2022 03:30 - 27.05.2022 03:45","10934","9677"
"27.05.2022 03:45 - 27.05.2022 04:00","10906","9636"
"27.05.2022 04:00 - 27.05.2022 04:15","10882","9607"
"27.05.2022 04:15 - 27.05.2022 04:30","10860","9619"
"27.05.2022 04:30 - 27.05.2022 04:45","10867","9594"
"27.05.2022 04:45 - 27.05.2022 05:00","10870","9605"
"27.05.2022 05:00 - 27.05.2022 05:15","10902","9730"
"27.05.2022 05:15 - 27.05.2022 05:30","10895","9703"
"27.05.2022 05:30 - 27.05.2022 05:45","10871","9709"
"27.05.2022 05:45 - 27.05.2022 06:00","10850","9704"
"27.05.2022 06:00 - 27.05.2022 06:15","10871","9885"
"27.05.2022 06:15 - 27.05.2022 06:30","10925","9917"
"27.05.2022 06:30 - 27.05.2022 06:45","11040","9942"
"27.05.2022 06:45 - 27.05.2022 07:00","11112","10008"
"27.05.2022 07:00 - 27.05.2022 07:15","11196","10084"
"27.05.2022 07:15 - 27.05.2022 07:30","11220","10049"
"27.05.2022 07:30 - 27.05.2022 07:45","11226","10034"
"27.05.2022 07:45 - 27.05.2022 08:00","11201","10122"
"27.05.2022 08:00 - 27.05.2022 08:15","11149","10185"
"27.05.2022 08:15 - 27.05.2022 08:30","11014","10157"
"27.05.2022 08:30 - 27.05.2022 08:45","10848","10179"
"27.05.2022 08:45 - 27.05.2022 09:00","10700","10120"
"27.05.2022 09:00 - 27.05.2022 09:15","10515","10030"
"27.05.2022 09:15 - 27.05.2022 09:30","10258","9929"
"27.05.2022 09:30 - 27.05.2022 09:45","9980","9775"
"27.05.2022 09:45 - 27.05.2022 10:00","9753","9634"
"27.05.2022 10:00 - 27.05.2022 10:15","9528","9375"
"27.05.2022 10:15 - 27.05.2022 10:30","9337","9129"
"27.05.2022 10:30 - 27.05.2022 10:45","9112","8895"
"27.05.2022 10:45 - 27.05.2022 11:00","8933","8705"
"27.05.2022 11:00 - 27.05.2022 11:15","8805","8631"
"27.05.2022 11:15 - 27.05.2022 11:30","8726","8459"
"27.05.2022 11:30 - 27.05.2022 11:45","8616","8319"
"27.05.2022 11:45 - 27.05.2022 12:00","8562","8176"
"27.05.2022 12:00 - 27.05.2022 12:15","8557","8093"
"27.05.2022 12:15 - 27.05.2022 12:30","8402","7937"
"27.05.2022 12:30 - 27.05.2022 12:45","8197","7840"
"27.05.2022 12:45 - 27.05.2022 13:00","8102","7814"
"27.05.2022 13:00 - 27.05.2022 13:15","8169","7823"
"27.05.2022 13:15 - 27.05.2022 13:30","8304","7788"
"27.05.2022 13:30 - 27.05.2022 13:45","8490","7870"
"27.05.2022 13:45 - 27.05.2022 14:00","8767","7896"
"27.05.2022 14:00 - 27.05.2022 14:15","9030","7974"
"27.05.2022 14:15 - 27.05.2022 14:30","9178","7919"
"27.05.2022 14:30 - 27.05.2022 14:45","9301","7931"
"27.05.2022 14:45 - 27.05.2022 15:00","9348","7992"
"27.05.2022 15:00 - 27.05.2022 15:15","9390","8018"
"27.05.2022 15:15 - 27.05.2022 15:30","9503","8015"
"27.05.2022 15:30 - 27.05.2022 15:45","9581","8072"
"27.05.2022 15:45 - 27.05.2022 16:00","9626","8148"
"27.05.2022 16:00 - 27.05.2022 16:15","9640","8346"
"27.05.2022 16:15 - 27.05.2022 16:30","9630","8560"
"27.05.2022 16:30 - 27.05.2022 16:45","9684","8784"
"27.05.2022 16:45 - 27.05.2022 17:00","9896","9097"
"27.05.2022 17:00 - 27.05.2022 17:15","10186","9483"
"27.05.2022 17:15 - 27.05.2022 17:30","10443","9802"
"27.05.2022 17:30 - 27.05.2022 17:45","10592","10133"
"27.05.2022 17:45 - 27.05.2022 18:00","10726","10327"
"27.05.2022 18:00 - 27.05.2022 18:15","10762","10449"
"27.05.2022 18:15 - 27.05.2022 18:30","10806","10528"
"27.05.2022 18:30 - 27.05.2022 18:45","10925","10623"
"27.05.2022 18:45 - 27.05.2022 19:00","11044","10778"
"27.05.2022 19:00 - 27.05.2022 19:15","11191","10967"
"27.05.2022 19:15 - 27.05.2022 19:30","11308","11058"
"27.05.2022 19:30 - 27.05.2022 19:45","11444","11200"
"27.05.2022 19:45 - 27.05.2022 20:00","11639","11341"
"27.05.2022 20:00 - 27.05.2022 20:15","11889","11498"
"27.05.2022 20:15 - 27.05.2022 20:30","12118","11559"
"27.05.2022 20:30 - 27.05.2022 20:45","12293","11654"
"27.05.2022 20:45 - 27.05.2022 21:00","12389","11711"
"27.05.2022 21:00 - 27.05.2022 21:15","12391","11738"
"27.05.2022 21:15 - 27.05.2022 21:30","12378","11770"
"27.05.2022 21:30 - 27.05.2022 21:45","12395","11781"
"27.05.2022 21:45 - 27.05.2022 22:00","12380","11786"
"27.05.2022 22:00 - 27.05.2022 22:15","12328","11826"
"27.05.2022 22:15 - 27.05.2022 22:30","12240","11799"
"27.05.2022 22:30 - 27.05.2022 22:45","12093","11656"
"27.05.2022 22:45 - 27.05.2022 23:00","11907","11539"
"27.05.2022 23:00 - 27.05.2022 23:15","11810","11396"
"27.05.2022 23:15 - 27.05.2022 23:30","11810","11307"
"27.05.2022 23:30 - 27.05.2022 23:45","11739","11159"
"27.05.2022 23:45 - 28.05.2022 00:00","11585","11026"
"28.05.2022 00:00 - 28.05.2022 00:15","11657","10854"
"28.05.2022 00:15 - 28.05.2022 00:30","11457","10591"
"28.05.2022 00:30 - 28.05.2022 00:45","11217","10452"
"28.05.2022 00:45 - 28.05.2022 01:00","11021","10316"
"28.05.2022 01:00 - 28.05.2022 01:15","10935","10203"
"28.05.2022 01:15 - 28.05.2022 01:30","10859","10124"
"28.05.2022 01:30 - 28.05.2022 01:45","10743","10004"
"28.05.2022 01:45 - 28.05.2022 02:00","10648","10021"
"28.05.2022 02:00 - 28.05.2022 02:15","10597","10001"
"28.05.2022 02:15 - 28.05.2022 02:30","10581","10002"
"28.05.2022 02:30 - 28.05.2022 02:45","10550","9942"
"28.05.2022 02:45 - 28.05.2022 03:00","10467","9899"
"28.05.2022 03:00 - 28.05.2022 03:15","10407","9923"
"28.05.2022 03:15 - 28.05.2022 03:30","10355","9904"
"28.05.2022 03:30 - 28.05.2022 03:45","10309","9867"
"28.05.2022 03:45 - 28.05.2022 04:00","10268","9813"
"28.05.2022 04:00 - 28.05.2022 04:15","10256","9817"
"28.05.2022 04:15 - 28.05.2022 04:30","10310","9799"
"28.05.2022 04:30 - 28.05.2022 04:45","10346","9734"
"28.05.2022 04:45 - 28.05.2022 05:00","10347","9728"
"28.05.2022 05:00 - 28.05.2022 05:15","10353","9615"
"28.05.2022 05:15 - 28.05.2022 05:30","10384","9432"
"28.05.2022 05:30 - 28.05.2022 05:45","10388","9349"
"28.05.2022 05:45 - 28.05.2022 06:00","10341","9323"
"28.05.2022 06:00 - 28.05.2022 06:15","10292","9377"
"28.05.2022 06:15 - 28.05.2022 06:30","10261","9377"
"28.05.2022 06:30 - 28.05.2022 06:45","10238","9278"
"28.05.2022 06:45 - 28.05.2022 07:00","10168","9179"
"28.05.2022 07:00 - 28.05.2022 07:15","10069","9144"
"28.05.2022 07:15 - 28.05.2022 07:30","9938","9042"
"28.05.2022 07:30 - 28.05.2022 07:45","9768","9040"
"28.05.2022 07:45 - 28.05.2022 08:00","9575","9018"
"28.05.2022 08:00 - 28.05.2022 08:15","9328","8905"
"28.05.2022 08:15 - 28.05.2022 08:30","9081","8879"
"28.05.2022 08:30 - 28.05.2022 08:45","8819","8890"
"28.05.2022 08:45 - 28.05.2022 09:00","8602","8857"
"28.05.2022 09:00 - 28.05.2022 09:15","8411","8872"
"28.05.2022 09:15 - 28.05.2022 09:30","8161","8841"
"28.05.2022 09:30 - 28.05.2022 09:45","7837","8779"
"28.05.2022 09:45 - 28.05.2022 10:00","7605","8643"
"28.05.2022 10:00 - 28.05.2022 10:15","7379","8528"
"28.05.2022 10:15 - 28.05.2022 10:30","7048","8310"
"28.05.2022 10:30 - 28.05.2022 10:45","6768","8186"
"28.05.2022 10:45 - 28.05.2022 11:00","6519","8137"
"28.05.2022 11:00 - 28.05.2022 11:15","6300","8043"
"28.05.2022 11:15 - 28.05.2022 11:30","6147","7769"
"28.05.2022 11:30 - 28.05.2022 11:45","6021","7589"
"28.05.2022 11:45 - 28.05.2022 12:00","5927","7671"
"28.05.2022 12:00 - 28.05.2022 12:15","5873","7629"
"28.05.2022 12:15 - 28.05.2022 12:30","5783","7573"
"28.05.2022 12:30 - 28.05.2022 12:45","5717","7445"
"28.05.2022 12:45 - 28.05.2022 13:00","5674","7384"
"28.05.2022 13:00 - 28.05.2022 13:15","5631","7424"
"28.05.2022 13:15 - 28.05.2022 13:30","5647","7300"
"28.05.2022 13:30 - 28.05.2022 13:45","5606","7273"
"28.05.2022 13:45 - 28.05.2022 14:00","5543","7252"
"28.05.2022 14:00 - 28.05.2022 14:15","5491","7126"
"28.05.2022 14:15 - 28.05.2022 14:30","5481","7154"
"28.05.2022 14:30 - 28.05.2022 14:45","5512","7118"
"28.05.2022 14:45 - 28.05.2022 15:00","5583","7229"
"28.05.2022 15:00 - 28.05.2022 15:15","5700","7210"
"28.05.2022 15:15 - 28.05.2022 15:30","5821","7315"
"28.05.2022 15:30 - 28.05.2022 15:45","5912","7475"
"28.05.2022 15:45 - 28.05.2022 16:00","6031","7577"
"28.05.2022 16:00 - 28.05.2022 16:15","6211","7678"
"28.05.2022 16:15 - 28.05.2022 16:30","6498","7903"
"28.05.2022 16:30 - 28.05.2022 16:45","6809","8141"
"28.05.2022 16:45 - 28.05.2022 17:00","7083","8402"
"28.05.2022 17:00 - 28.05.2022 17:15","7333","8665"
"28.05.2022 17:15 - 28.05.2022 17:30","7666","8993"
"28.05.2022 17:30 - 28.05.2022 17:45","8049","9378"
"28.05.2022 17:45 - 28.05.2022 18:00","8394","9572"
"28.05.2022 18:00 - 28.05.2022 18:15","8717","9750"
"28.05.2022 18:15 - 28.05.2022 18:30","9012","9874"
"28.05.2022 18:30 - 28.05.2022 18:45","9336","10027"
"28.05.2022 18:45 - 28.05.2022 19:00","9603","10190"
"28.05.2022 19:00 - 28.05.2022 19:15","9856","10313"
"28.05.2022 19:15 - 28.05.2022 19:30","10152","10472"
"28.05.2022 19:30 - 28.05.2022 19:45","10424","10619"
"28.05.2022 19:45 - 28.05.2022 20:00","10714","10781"
"28.05.2022 20:00 - 28.05.2022 20:15","11039","10932"
"28.05.2022 20:15 - 28.05.2022 20:30","11363","11031"
"28.05.2022 20:30 - 28.05.2022 20:45","11607","11084"
"28.05.2022 20:45 - 28.05.2022 21:00","11769","11153"
"28.05.2022 21:00 - 28.05.2022 21:15","11868","11169"
"28.05.2022 21:15 - 28.05.2022 21:30","11942","11224"
"28.05.2022 21:30 - 28.05.2022 21:45","12046","11224"
"28.05.2022 21:45 - 28.05.2022 22:00","12090","11286"
"28.05.2022 22:00 - 28.05.2022 22:15","12108","11296"
"28.05.2022 22:15 - 28.05.2022 22:30","12093","11319"
"28.05.2022 22:30 - 28.05.2022 22:45","12044","11208"
"28.05.2022 22:45 - 28.05.2022 23:00","11976","11106"
"28.05.2022 23:00 - 28.05.2022 23:15","11897","10984"
"28.05.2022 23:15 - 28.05.2022 23:30","11846","10875"
"28.05.2022 23:30 - 28.05.2022 23:45","11801","10718"
"28.05.2022 23:45 - 29.05.2022 00:00","11697","10600"
"29.05.2022 00:00 - 29.05.2022 00:15","11579","10464"
"29.05.2022 00:15 - 29.05.2022 00:30","11530","10334"
"29.05.2022 00:30 - 29.05.2022 00:45","11462","10223"
"29.05.2022 00:45 - 29.05.2022 01:00","11342","10093"
"29.05.2022 01:00 - 29.05.2022 01:15","11258","9940"
"29.05.2022 01:15 - 29.05.2022 01:30","11191","9813"
"29.05.2022 01:30 - 29.05.2022 01:45","11100","9718"
"29.05.2022 01:45 - 29.05.2022 02:00","11014","9657"
"29.05.2022 02:00 - 29.05.2022 02:15","10958","9549"
"29.05.2022 02:15 - 29.05.2022 02:30","10913","9519"
"29.05.2022 02:30 - 29.05.2022 02:45","10909","9419"
"29.05.2022 02:45 - 29.05.2022 03:00","10907","9418"
"29.05.2022 03:00 - 29.05.2022 03:15","10866","9410"
"29.05.2022 03:15 - 29.05.2022 03:30","10865","9359"
"29.05.2022 03:30 - 29.05.2022 03:45","10869","9335"
"29.05.2022 03:45 - 29.05.2022 04:00","10822","9306"
"29.05.2022 04:00 - 29.05.2022 04:15","10800","9342"
"29.05.2022 04:15 - 29.05.2022 04:30","10805","9335"
"29.05.2022 04:30 - 29.05.2022 04:45","10806","9329"
"29.05.2022 04:45 - 29.05.2022 05:00","10793","9357"
"29.05.2022 05:00 - 29.05.2022 05:15","10788","9362"
"29.05.2022 05:15 - 29.05.2022 05:30","10776","9255"
"29.05.2022 05:30 - 29.05.2022 05:45","10695","9182"
"29.05.2022 05:45 - 29.05.2022 06:00","10607","9128"
"29.05.2022 06:00 - 29.05.2022 06:15","10473","9105"
"29.05.2022 06:15 - 29.05.2022 06:30","10293","9017"
"29.05.2022 06:30 - 29.05.2022 06:45","10104","8892"
"29.05.2022 06:45 - 29.05.2022 07:00","9878","8827"
"29.05.2022 07:00 - 29.05.2022 07:15","9631","8817"
"29.05.2022 07:15 - 29.05.2022 07:30","9361","8781"
"29.05.2022 07:30 - 29.05.2022 07:45","9083","8762"
"29.05.2022 07:45 - 29.05.2022 08:00","8802","8737"
"29.05.2022 08:00 - 29.05.2022 08:15","8492","8752"
"29.05.2022 08:15 - 29.05.2022 08:30","8137","8766"
"29.05.2022 08:30 - 29.05.2022 08:45","7821","8755"
"29.05.2022 08:45 - 29.05.2022 09:00","7484","8803"
"29.05.2022 09:00 - 29.05.2022 09:15","7147","8915"
"29.05.2022 09:15 - 29.05.2022 09:30","6817","8890"
"29.05.2022 09:30 - 29.05.2022 09:45","6452","8847"
"29.05.2022 09:45 - 29.05.2022 10:00","6109","8812"
"29.05.2022 10:00 - 29.05.2022 10:15","5784","8840"
"29.05.2022 10:15 - 29.05.2022 10:30","5389","8814"
"29.05.2022 10:30 - 29.05.2022 10:45","5007","8851"
"29.05.2022 10:45 - 29.05.2022 11:00","4676","8817"
"29.05.2022 11:00 - 29.05.2022 11:15","4418","8800"
"29.05.2022 11:15 - 29.05.2022 11:30","4142","8846"
"29.05.2022 11:30 - 29.05.2022 11:45","3896","8820"
"29.05.2022 11:45 - 29.05.2022 12:00","3689","8818"
"29.05.2022 12:00 - 29.05.2022 12:15","3534","8886"
"29.05.2022 12:15 - 29.05.2022 12:30","3397","8835"
"29.05.2022 12:30 - 29.05.2022 12:45","3266","8831"
"29.05.2022 12:45 - 29.05.2022 13:00","3174","8974"
"29.05.2022 13:00 - 29.05.2022 13:15","3154","8953"
"29.05.2022 13:15 - 29.05.2022 13:30","3198","8877"
"29.05.2022 13:30 - 29.05.2022 13:45","3198","8892"
"29.05.2022 13:45 - 29.05.2022 14:00","3177","8760"
"29.05.2022 14:00 - 29.05.2022 14:15","3186","8663"
"29.05.2022 14:15 - 29.05.2022 14:30","3216","8587"
"29.05.2022 14:30 - 29.05.2022 14:45","3265","8592"
"29.05.2022 14:45 - 29.05.2022 15:00","3322","8664"
"29.05.2022 15:00 - 29.05.2022 15:15","3414","8688"
"29.05.2022 15:15 - 29.05.2022 15:30","3557","8651"
"29.05.2022 15:30 - 29.05.2022 15:45","3755","8707"
"29.05.2022 15:45 - 29.05.2022 16:00","3969","8839"
"29.05.2022 16:00 - 29.05.2022 16:15","4241","8940"
"29.05.2022 16:15 - 29.05.2022 16:30","4597","9019"
"29.05.2022 16:30 - 29.05.2022 16:45","4933","9169"
"29.05.2022 16:45 - 29.05.2022 17:00","5353","9491"
"29.05.2022 17:00 - 29.05.2022 17:15","5886","9885"
"29.05.2022 17:15 - 29.05.2022 17:30","6422","10161"
"29.05.2022 17:30 - 29.05.2022 17:45","6947","10322"
"29.05.2022 17:45 - 29.05.2022 18:00","7471","10519"
"29.05.2022 18:00 - 29.05.2022 18:15","8004","10596"
"29.05.2022 18:15 - 29.05.2022 18:30","8484","10752"
"29.05.2022 18:30 - 29.05.2022 18:45","8926","10809"
"29.05.2022 18:45 - 29.05.2022 19:00","9339","10894"
"29.05.2022 19:00 - 29.05.2022 19:15","9720","10934"
"29.05.2022 19:15 - 29.05.2022 19:30","10095","11013"
"29.05.2022 19:30 - 29.05.2022 19:45","10462","11046"
"29.05.2022 19:45 - 29.05.2022 20:00","10821","11182"
"29.05.2022 20:00 - 29.05.2022 20:15","11106","11215"
"29.05.2022 20:15 - 29.05.2022 20:30","11360","11258"
"29.05.2022 20:30 - 29.05.2022 20:45","11596","11241"
"29.05.2022 20:45 - 29.05.2022 21:00","11739","11267"
"29.05.2022 21:00 - 29.05.2022 21:15","11828","11295"
"29.05.2022 21:15 - 29.05.2022 21:30","11885","11306"
"29.05.2022 21:30 - 29.05.2022 21:45","11930","11301"
"29.05.2022 21:45 - 29.05.2022 22:00","11979","11366"
"29.05.2022 22:00 - 29.05.2022 22:15","12014","11460"
"29.05.2022 22:15 - 29.05.2022 22:30","12003","11420"
"29.05.2022 22:30 - 29.05.2022 22:45","11905","11237"
"29.05.2022 22:45 - 29.05.2022 23:00","11786","11164"
"29.05.2022 23:00 - 29.05.2022 23:15","11697","10948"
"29.05.2022 23:15 - 29.05.2022 23:30","11614","10859"
"29.05.2022 23:30 - 29.05.2022 23:45","11496","10674"
"29.05.2022 23:45 - 30.05.2022 00:00","11351","10587"
"30.05.2022 00:00 - 30.05.2022 00:15","11241","10459"
"30.05.2022 00:15 - 30.05.2022 00:30","11226","10419"
"30.05.2022 00:30 - 30.05.2022 00:45","11221","10307"
"30.05.2022 00:45 - 30.05.2022 01:00","11140","10201"
"30.05.2022 01:00 - 30.05.2022 01:15","11047","10118"
"30.05.2022 01:15 - 30.05.2022 01:30","11000","10088"
"30.05.2022 01:30 - 30.05.2022 01:45","10944","10011"
"30.05.2022 01:45 - 30.05.2022 02:00","10830","9938"
"30.05.2022 02:00 - 30.05.2022 02:15","10742","9910"
"30.05.2022 02:15 - 30.05.2022 02:30","10749","9902"
"30.05.2022 02:30 - 30.05.2022 02:45","10744","9853"
"30.05.2022 02:45 - 30.05.2022 03:00","10732","9821"
"30.05.2022 03:00 - 30.05.2022 03:15","10754","9804"
"30.05.2022 03:15 - 30.05.2022 03:30","10767","9802"
"30.05.2022 03:30 - 30.05.2022 03:45","10779","9801"
"30.05.2022 03:45 - 30.05.2022 04:00","10790","9778"
"30.05.2022 04:00 - 30.05.2022 04:15","10783","9839"
"30.05.2022 04:15 - 30.05.2022 04:30","10798","9827"
"30.05.2022 04:30 - 30.05.2022 04:45","10829","9885"
"30.05.2022 04:45 - 30.05.2022 05:00","10886","9916"
"30.05.2022 05:00 - 30.05.2022 05:15","10974","9956"
"30.05.2022 05:15 - 30.05.2022 05:30","11099","9947"
"30.05.2022 05:30 - 30.05.2022 05:45","11194","10027"
"30.05.2022 05:45 - 30.05.2022 06:00","11240","10069"
"30.05.2022 06:00 - 30.05.2022 06:15","11247","10327"
"30.05.2022 06:15 - 30.05.2022 06:30","11243","10451"
"30.05.2022 06:30 - 30.05.2022 06:45","11223","10521"
"30.05.2022 06:45 - 30.05.2022 07:00","11257","10640"
"30.05.2022 07:00 - 30.05.2022 07:15","11312","10889"
"30.05.2022 07:15 - 30.05.2022 07:30","11389","11003"
"30.05.2022 07:30 - 30.05.2022 07:45","11433","11117"
"30.05.2022 07:45 - 30.05.2022 08:00","11432","11171"
"30.05.2022 08:00 - 30.05.2022 08:15","11336","11135"
"30.05.2022 08:15 - 30.05.2022 08:30","11163","11079"
"30.05.2022 08:30 - 30.05.2022 08:45","10940","11036"
"30.05.2022 08:45 - 30.05.2022 09:00","10771","11060"
"30.05.2022 09:00 - 30.05.2022 09:15","10609","11108"
"30.05.2022 09:15 - 30.05.2022 09:30","10461","11151"
"30.05.2022 09:30 - 30.05.2022 09:45","10185","11038"
"30.05.2022 09:45 - 30.05.2022 10:00","9817","11063"
"30.05.2022 10:00 - 30.05.2022 10:15","9641","11074"
"30.05.2022 10:15 - 30.05.2022 10:30","9401","11006"
"30.05.2022 10:30 - 30.05.2022 10:45","9128","10992"
"30.05.2022 10:45 - 30.05.2022 11:00","8847","10943"
"30.05.2022 11:00 - 30.05.2022 11:15","8611","10771"
"30.05.2022 11:15 - 30.05.2022 11:30","8506","10738"
"30.05.2022 11:30 - 30.05.2022 11:45","8450","10803"
"30.05.2022 11:45 - 30.05.2022 12:00","8359","10791"
"30.05.2022 12:00 - 30.05.2022 12:15","8286","10759"
"30.05.2022 12:15 - 30.05.2022 12:30","8192","10601"
"30.05.2022 12:30 - 30.05.2022 12:45","8110","10458"
"30.05.2022 12:45 - 30.05.2022 13:00","8025","10343"
"30.05.2022 13:00 - 30.05.2022 13:15","8071","10290"
"30.05.2022 13:15 - 30.05.2022 13:30","8271","10246"
"30.05.2022 13:30 - 30.05.2022 13:45","8482","10166"
"30.05.2022 13:45 - 30.05.2022 14:00","8585","10134"
"30.05.2022 14:00 - 30.05.2022 14:15","8645","10141"
"30.05.2022 14:15 - 30.05.2022 14:30","8685","10094"
"30.05.2022 14:30 - 30.05.2022 14:45","8800","10075"
"30.05.2022 14:45 - 30.05.2022 15:00","8959","10029"
"30.05.2022 15:00 - 30.05.2022 15:15","9150","10032"
"30.05.2022 15:15 - 30.05.2022 15:30","8407","10151"
"30.05.2022 15:30 - 30.05.2022 15:45","9600","10203"
"30.05.2022 15:45 - 30.05.2022 16:00","9835","10269"
"30.05.2022 16:00 - 30.05.2022 16:15","9959","10310"
"30.05.2022 16:15 - 30.05.2022 16:30","10097","10432"
"30.05.2022 16:30 - 30.05.2022 16:45","10302","10667"
"30.05.2022 16:45 - 30.05.2022 17:00","10578","10945"
"30.05.2022 17:00 - 30.05.2022 17:15","10931","11278"
"30.05.2022 17:15 - 30.05.2022 17:30","11219","11601"
"30.05.2022 17:30 - 30.05.2022 17:45","11445","11771"
"30.05.2022 17:45 - 30.05.2022 18:00","11662","11948"
"30.05.2022 18:00 - 30.05.2022 18:15","11802","11993"
"30.05.2022 18:15 - 30.05.2022 18:30","11793","11930"
"30.05.2022 18:30 - 30.05.2022 18:45","11857","11985"
"30.05.2022 18:45 - 30.05.2022 19:00","12026","12040"
"30.05.2022 19:00 - 30.05.2022 19:15","12209","12064"
"30.05.2022 19:15 - 30.05.2022 19:30","12317","12133"
"30.05.2022 19:30 - 30.05.2022 19:45","12498","12152"
"30.05.2022 19:45 - 30.05.2022 20:00","12681","12281"
"30.05.2022 20:00 - 30.05.2022 20:15","12811","12327"
"30.05.2022 20:15 - 30.05.2022 20:30","12961","12289"
"30.05.2022 20:30 - 30.05.2022 20:45","13126","12385"
"30.05.2022 20:45 - 30.05.2022 21:00","13259","12429"
"30.05.2022 21:00 - 30.05.2022 21:15","13385","12424"
"30.05.2022 21:15 - 30.05.2022 21:30","13471","12502"
